	Text	Contains_hate
8073	@Alz3em98 الله يلعن كورونا ما مخلنا نطلع 💔🌚😂	Hatefull
8074	الله يلعن كورونا اللي حرمتني من هاللحظة 😔😔💔	Hatefull
8075	الشعب الجزائري ⁦🇩🇿⁩والشعب المغربي ⁦🇲🇦⁩ خاوة خاوة والمحرضين هم العدو هم الخونة  #تروح_كورونا_زيدو_أنتوما  #توقفوا_عن_إستدعاء_النشطاء	Hatefull
8076	الله يلعن كورونا اللي حرمتني من البست 💔💔💔  https://t.co/zenG5giuHw	Hatefull
8077	@Mohamedmoawad4e @KamelAhmed22 @mahakim74 @mhndabdelhakim @sherbinitch @AbdallahMoh32 فشخ يسطا والله⁦♥️⁩⁦♥️⁩ الله يلعن كورونا ⁦	Hatefull
8078	اشتقنا لهذي الاجواء الله يلعن كورونا 😔💙🖤  https://t.co/MndA64UQBf	Hatefull
8079	الله يلعن كورونا و يلعن الخفاش و الصين بعد 💔💔💔💔💔.	Hatefull
8080	الله يلعن كورونا حتى ذا صار صياد	Hatefull
8081	الله يلعن الصين و كورونا و شركة ال⚡️ و الأم اللي يموت ولدها و ما تتنازل عن الورث للأيتام و اللي في بالي لعنة أصحاب الفيل🤬🙄💅🏼  https://t.co/Gs82U1q57H	Hatefull
8082	ليس عدلا أن تموت طبيبة في عز شبابها و هي حامل و تضحي بنفسها 😢😢 من أجل حلوف هايشة يدير لاشان على زلابية و يقولك الكورونا دارتها الدولة ...  الجهل انتحار جماعي خافو ربي  ربي يرحمها 🙏💔	Hatefull
8083	@AliFadhil_iq يعني التيار الصدري سوة حملة ضد كورونا   انت كورونا ؟ ....لا  انت صانع كورونا ؟ .....لا  انت عندك مصنع علاج لكورونا وجاي تبيعه  وتريد الفيروس ينتشر ..والصدرين كطعوا رزقك ؟ ....لا   لعد ليش ضايج ومغثوث ...هييي ابن المطي	Hatefull
8084	اللواءعبدالله القحطاني محلل سياسي وعسكري وكلامه في الصميم ،فعلا دول مثل البحرين والكويت والأمارات رغم قرب حكامها من السعودية ، إلا أنه تبين من خلال كورونا هشاشة وضعها مع إيران وضعفهم أمامها ، إلى درجة التواطؤ مع الخونة وتهريبهم من وإلى إيران بأسلوب حقير ، حسبنا الله ونعم الوكيل  https://t.co/ALTW0zQfuy	Hatefull
8085	شكله بـ مرمطنا ذا #المرموط الي كلووه الله يمرمطهم هذول محد يمسكهم اي حيوان ياكلونه .. يكفي كورونا حسبي الله عليهم #الطاعون_الدملي  https://t.co/KzXVdkB3V5	Hatefull
8086	ما أقول الا الله يلعن كورونا 🚶🏻‍♀️	Hatefull
8087	@El_Bilade بروبكندا قذرة رخيسة من نظام شمولى متعفن هدفها لتبيض صورة لمسؤولين فاسدين ناهبين قبل اشهر قمع و سجن و اختطف الطبيب و الطبيبة و اليوم عندما شعر تبون و عصابته و اعلامه انا عرشهم بدا يهتز تراجعو بكل ذل و هوان و نفاق للتملق والزلف له رغم نقص الفادح للوساءل لمحاربة الفيروس	Hatefull
8088	🔴 بغيت نفهم برك :  لي كانو يسترجلو على الشعب  و يعذبوه تحت أوامر واسيني، كي راكم تحسو رواحكم دروك يا طحاحنة ؟  #الثورة_مستمرة  #الجزائر #الحراك_الشعبي  #دولة_مدنية_ماشي_عسكرية  #الحراك_مستمر  #اتصالات_الجزائر_وكيلكم_ربي  #الحرية_لمعتقلي_الرأي  #algeria #كورونا  https://t.co/rIGurR0afj	Hatefull
8089	@youcan_20 امزح والله اشتقت الله يلعن كورونا💔	Hatefull
8090	الله يلعن كورونا خرب عليا سفري 😡😡😡😡	Hatefull
8091	مقدر اكثر من كذا الله يلعن كورونا	Hatefull
8092	الله يلعن كورونا انا خلاص بكره نفسي 😢	Hatefull
8093	الله يلعن الكورونا يالي حرمتنا من شوفتك بالمدرج  https://t.co/IkO7nPvAcj	Hatefull
8094	الله لا يوفقك يا صين الله يمحيك يا كورونا	Hatefull
8095	"ليجينيرو يا الخونة و الله مانا حابسين .. #تروح_كورونا_زيدو_انتوما   ""كمشة من العصابات ترتدي زي عسكري"" #توقفوا_عن_استدعاء_النشطاء  https://t.co/eD4nDDZAVP"	Hatefull
8096	@F_Q90 @zoz_oo @byon91 @marrramm ويخليك🤍، الله يلعن كورونا😔💔	Hatefull
8097	"""قالو الصين جواها ضحايا دا ڤيرس كورونا قتال طب احنا عرفنا ليه نهاية ياموت ياعلاج يكون فعال، لكن ڤيرسنا ف صحابنا ملوش علاج طبع الانداال ⚜️🔥"""	Hatefull
8098	الله يلعن كورونا و الله يلعن الصين	Hatefull
8099	كل من ذهب لإيران دون علم لدولتنا وتكتم على ذلك  ونشر المرض في مجتمعنا فهو خائن وأهله وجماعته خونه هم بدورهم تكتمو على سفره لإيران اسحبو الجنسيات منهم واطردوهم   #ايران_تصدر_كورونا_للخليج	Hatefull
8100	@Ovlr_ وربي اوف الله يلعن كورونا 😔	Hatefull
8101	@DinaaDandy97 الله يلعن ابو الكورونا والله 💔	Hatefull
8102	@Moath_To الله يلعن كورونا اللي حرمنا من الجماهير	Hatefull
8103	#تحيا_مصر🇾🇪 تركيا في ليبيا غربا .. إثيوبيا وسد النهضه جنوبا  الدفاع عن حدودنا بالبحر المتوسط شمالا ..والاحمر شرقا إرهابيين سيناء شرقا .. كورونا والحاله الإقتصاديه .. خونه بالداخل والخارج قنوات معاديه تعمل فقط على بث الفتنه ونشر الشائعات  الله يكون في عونك ياريس .. ادعموا بلدكم  https://t.co/z4fZCFynJQ	Hatefull
8104	الله يمرمطكم مثل ما مرمطتونا ياكلاب موب كل شيء تاكلونه حتى المرموط ماخليتوة بحاله تعالوا كلوني وخلوني افتك منكم ومن غثاكم لا خلاص خلااص مليييت انا بروح للمريخ من يجي معي مو معقولةة تونى ماخلصنا من كورونا‼️‼️  #حيوان_المرموط	Hatefull
8105	الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعنههها.	Hatefull
8106	@Tebyaana الامارات = كورونا الله يلعن كورونا  https://t.co/zVMT8O1ld1	Hatefull
8107	تركيا في ليبيا غربا .. إثيوبيا وسد النهضه جنوبا  الدفاع عن حدودنا بالبحر المتوسط شمالا ..والأحمر شرقا إرهابيين سيناء شرقا .. كورونا والحاله الإقتصاديه .. خونه بالداخل والخارج قنوات معاديه تعمل فقط على بث الفتنه ونشر الشائعات وغيرة وغيرة  الله يعينك الصراحه ياريس	Hatefull
8108	@elkhabarlive هذا الزواف اخطر من الكورونا	Hatefull
8109	@ALMershadMaryam الله يعوضنا و الله يلعن كورونا	Hatefull
8110	الله يلعن كورونا اشتقت اشوف مباريات  https://t.co/JxX6pGaaWp	Hatefull
8111	@Gorgeous_ew الله يلعنك يا كوفيد ١٩  https://t.co/d4MoQXUhEW	Hatefull
8112	"الله يلعن ابو الكورونا اللي قفلت المساجد وحرمتنا من صلاة التراويح ""   محمود .. ٣٥ سنة مش بيصلي غير على النبي لما يشوف بنت حلوه 😂😂  #واتسبيات"	Hatefull
8113	@ulzYMgdc1Wf1CdW ياك مع الكورونا خاوة خاوة و الكورونا ولا نتوما ههههههه	Hatefull
8114	#ايران_تصدر_كورونا_للخليج دولة من زمان معاديه للاسلام والسعوديه اللحين هالفيروس بيخيليها تنتقم منا الله يحرقهم ويحرق السعوديين الخونه اللي يروحون لها ومعهم أي مسؤول بحريني كويتي تكتم على السعوديين اللي جو عن طريقهم قال يحبون المملكه الكل يبي مصلحته واللي يصير خير دليل	Hatefull
8115	الله يمرمط عيشتكم يارب ياعيال الكلب اصبروا خل يخلص كورونا بعدين تمرمطوا الله ياخذكم #حيوان_المرموط	Hatefull
8116	قالو الصين جوهاا ضحايا ده فيها فيرس كورونا قتال بس احنا عرفنا لي نهايه يموت ي علاج يكون فعال لاكن فيرسنا في صحاابنا مالوش علاج طبع الاندال.	Hatefull
8117	كرهنا من حركي و زواف و لحاسين و عبيد و شياتين  #تروح_كورونا_زيدو_أنتوما  #Algerie #توقفوا_عن_إستدعاء_النشطاء  https://t.co/1SpI9U4Ezu	Hatefull
8118	وكانت النتيجة ان بنت تفقد حياتها بكل قسوة.  بعض البشر قلوبهم تستحق وباء زي الكورونا والله، اسبوع واحد كان كفيل يقنعك ان الانسان لا بيرحم حيوان، ولا طفل فقير، ولا الكوكب نفسه، ولا حتى حيوان اليف ومسالم عايش في طبيعة خالقه في سلام  منقول	Hatefull
8119	الله يلعن الصين الله يلعن الصين الله يلعن الصين الله يلعن الصين الله يلعن الصين الله يلعن الصين الله يلعن الصين الله يلعن الصين الله يلعن الصين الله يلعن الصين الله يلعن الصين الله يلعن الصين  #وزير_المالية #أرامكو  #الضمان_الاجتماعي #الحجر_المنزلي #الحجر_المنزلي #كورونا	Hatefull
8120	@OlaAlfares لا تعليق 🥺 الله يلعن كورونا	Hatefull
8121	@khaled_xxw @KLOoODE25 الله يلعنك ويلعن كورونا ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه	Hatefull
8122	الله يلعن الصين 🙂 متى يخلص كورونا !	Hatefull
8123	@baderff @Majedbinfahd حنا اكثر الله يلعن كورونا 🤦🏻‍♂️	Hatefull
8124	#ايران_تصدر_كورونا_للخليج  كورونا كشف لنا بعض الخونه اللي يسافرون لدوله معاديه لنا  العدو الأكبر لبلدنا وتروح لها ؟   الموضوع بالنسبة لهم عقائدي وللأسف الولاء والطاعة للملالي  ___________ ومع ذلك حسوا بقيمة المملكة بعد الاصابه بالمرض،  بايران ماراح تحتضنهم الا ارصفة الشوارع	Hatefull
8125	الله ياخذ كورونا الله يلعن الصين فعلا	Hatefull
8126	@sho__901 الله يلعن كورونا اللي هبلت فيكم 🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️	Hatefull
8127	@assinpai صدق الله يلعن كورونا متى نفتك 😭	Hatefull
8128	نرجع و نقول الله يلعن كورونا و اللي اكل الخفاش	Hatefull
8129	#حيوان_المرموط #الصين  امدانا نخلص من مرمطة كورونا يا مراميط  https://t.co/hKAdTFrckJ	Hatefull
8130	@viesuperflue2 فايسبوك ومارك زواف 🤭🤭  #تروح_كورونا_زيدو_أنتوما #العالقين_في_اسطنبول_مسؤولية_تبون	Hatefull
8131	ان شاء الله كورونا يحكم جنرالات سراقين و تبون كلب نظام فاسد  https://t.co/LfOuI4Zfha	Hatefull
8132	ذكريات رمضان ٢٠١٩💔 ، 😢 الله يلعن كورونا 🦠  https://t.co/oE7YntSG5P	Hatefull
8133	الله يلعن كورونا  الله يلعن كورونا الله يلعن كورونا  الله يلعن كورونا الله يلعن كورونا  الله يلعن كورونا	Hatefull
8134	وحشني ابويي 😭😭 الله يلعن كورونا 😩	Hatefull
8135	@EPL4News الله يلعن كورونا ماخلته يروح 🤬	Hatefull
8136	كانوا يسموننا بأبناء فرنسا و لما طلبنا إيقاف الخطوط الجوية والنقل البحري معها لحماية البلاد من المرض قالك أوقفوا الحراك !!؟؟  #فرنسا #الجزائر #الحراك #الحراك_الشعبي #الحراك_مستمر #كورونا #فيروس_كورونا #Covid_19	Hatefull
8137	تخيل واحد ف الصين ربنا يشفيه من فيروس كورونا ف يروح يحتفل وياكل جوز فيران طازه ف ينتج فيروس جديد ويموت بيه..  م تاكلو محشي يولاد الوسخه 😂	Hatefull
8138	الله يلعن الكورونا والله يلعن الصين والصينيين	Hatefull
8139	"الله يلعن ابو الكورونا اللي قفلت المساجد وحرمتنا من صلاة الجماعة""   محمود .. ٣٥ سنة مش بيصلي غير على النبي لما يشوف بنت حلوه 🧐  #عائشة_ام_المؤمنين #مصر"	Hatefull
8140	الله يلعن كورونا حرمني من هالشي :(	Hatefull
8141	#الجزائر 🇩🇿  #فيروس_كورونا  #اوقفو_رحلات_اوروبا   لـــــــــــــــــــــــمـــــــــبـــــــــــردعـــــــــــــــــــــــــــــيــــــــــــــــــــن 😂😂	Hatefull
8142	هذا اللواء عبدالله القحطاني محلل سياسي وعسكري وكلامه في الصميم وفعلا دول مثل البحرين والكويت والأمارات رغم قرب حكامها من السعودية إلا أنه تبين من خلال كورونا هشاشة وضعها مع إيران وضعفهم أمامها إلى درجة التواطؤ مع الخونة وتهريبهم من وإلى إيران بأسلوب حقير حسبنا الله ونعم الوكيل  https://t.co/hlV4r2oWXb	Hatefull
8143	"""الله يلعن ابو الكورونا اللي قفلت المساجد وحرمتنا من صلاة التراويح "" يوسف .. 16 سنة مش بيصلي غير على النبي لما يشوف بنت حلوه"	Hatefull
8144	تخرجت بدون حفله الله يلعن كورونا 💔	Hatefull
8145	الله يلعن الصين و كورونا و اللي في بالي و شركة ال⚡️ و اللي في بالي و سفلة القوم و اللي في بالي و اردوغان واللي في بالي لعنة قوم لوط🤬🙄💅🏼	Hatefull
8146	تركيا في ليبيا غرب..إثيوبيا وسد النهضه جنوبا وإرهابيين سيناء شرقا .كورونا والحاله الإقتصاديه ..خونه بالداخل والخارج وتركيا عايزة الغاز وأثيوبيا عايزة المية وإسرائيل عايزة سيناء والإخوان عايزين حكم مصر ويجيئ جاهل ويسألنا أنتم واقفين مع #السيسى والجيش لية !؟ الله يكون في عونك ياريس  https://t.co/vpqKUawV9c	Hatefull
8147	في الجزائر الجديدة يا تعيش مذلول كي كلب و تمشي مع القطيع و تسكت يا يحرمو عليك عيشتك حسبنا الله و نعم الوكيل والله ماناحابسين           #الحرية_لمعتقلي_الرأي #توقفوا_عن_استدعاء_النشطاء #تروح_كورونا_زيدو_أنتوما	Hatefull
8148	تخيل  ربنا يشفيك من كورونا  ف تروح تحتفل  وتاكل جوز فيران طازه ف يجيلك فيروس   ماتاكلو محشي  بقا ياولاد الوسخه	Hatefull
8149	الله يلعن كورونا والصين وكل الناس الزق	Hatefull
8150	الله يلعن الصين الله يلعن الكورونا يارب رحمتك بينا	Hatefull
8151	@6ptft اف الله يلعن كورونا اشتقت لحضنك😔	Hatefull
8152	#واقمعونا_جموعا_فلا_خنوعا #تروح_كورونا_زيدو_أنتوما  #جمعة 66 لن نستسلم ولن نركع عيد مبارك لي شعب جزائري العظيم #دولة_مدنية_ماشي_عسكرية  #حرروا_المعتقلين_ماباعوش_الكوكايين #تبون_المزور_جابوه_العسكر #يتنحاو_ڨااع  https://t.co/ry8nVB9X4Q	Hatefull
8153	@SPAregions الله يلعن كورونا الي فقر الشعب	Hatefull
8154	يا درى! يا بوصبع لزرڨ كليتو لحم تاع 80 ألف و لا مازال؟ #توقفوا_عن_إستدعاء_النشطاء  #تروح_كورونا_زيدو_أنتوما	Hatefull
8155	@jaafarAbdulKari عصابة تذهب و عصابة تأتي و لكلٍ رئيسها المعين و برلمانها المعفن و دستور على مقاسها يحاك و يزين فساء ما تحكمون #توقفوا_عن_استدعاء_النشطاء  #تروح_كورونا_زيدو_أنتوما يا خونة العهد والميثاق #الحراك_مستمر في معركة الحرية والإستقلال 🇩🇿🔥✌ #حرروا_المعتقلين	Hatefull
8156	"""الله يلعن ابو الكورونا اللي سكرت المساجد وحرمتنا من صلاة التراويح ""  القائل :  فهد .. ٣٥ سنة مايصلي غير على النبي لما ينذكر جدامه 🤦🏻‍♂️"	Hatefull
8157	✨ بعض البشر قلوبهم تستحق وباء مثل الكورونا ، اسبوع واحد كان كفيل بأن يقنعك ان الانسان لا يرحم حيوان، ولا طفل فقير، ولا الكوكب نفسه، ولا حتى حيوان اليف ومسالم.  Saoussen Mourdi ✒	Hatefull
8158	الله يلعن الصين و كورونا و شركة ال⚡️ و اللي في بالي و الدراسة عن بعد لعنة قوم عاد و ثمود 🤬🙄💅🏼	Hatefull
8159	وفقدت حياتها بطريقة بشعة .😭 بعض البشر قلوبهم تستحق وباء زي الكورونا والله، اسبوع واحد كان كفيل يقنعك ان الانسان لا بيرحم حيوان، ولا طفل فقير، ولا الكوكب نفسه، ولا حتى حيوان اليف ومسالم عايش في طبيعة خالقه في سلام	Hatefull
8160	@q8tya84 الله يلعن كورونا 😭😭😭 كنت ضعيف	Hatefull
8161	هذا اللواء / عبدالله القحطاني من طريب محلل سياسي وعسكري وكلامه في الصميم ، وفعلا دول مثل البحرين والكويت والأمارات رغم قرب حكامها من السعودية ، إلا أنه تبين من خلال كورونا هشاشة وضعها مع إيران وضعفهم أمامها ، إلى درجة التواطوء مع الخونة وتهريبهم من وإلى إيران بأسلوب حقير وسخيف ،  https://t.co/pKNeKCoS8F	Hatefull
8162	🔴 في اعتقادي الطبيب لي خلا بوتفليقة يترشح  للعهدة الخامسة هو نفسه  لي راهو يمد في إحصائية كورونا فيروس وعدد الإصابات و الوفيات الله لايربحكم ياولاد الحرام.  https://t.co/OLe9rgcyKc	Hatefull
8163	تركيا فى ليبيا غرباً أثيوبيا وسد النهضه جنوباً الدفاع عن حدودنا بالبحر المتوسط شمالاًوالأحمر شرقاً إرهابيين سيناء شرقاً كورونا والحاله الإقتصاديه خونه بالداخل والخارج قنوات معاديه لبث الفتنه تركيا عايزة الغازوأثيوبياعايزة الميةإسرائيل عايزةسيناء الإخوان عايزن حكم مصر  https://t.co/So0BgAkb0d	Hatefull
8164	الاسبوع ده الناس في كل حتة في الدنيا مكنش ليها سيرة غير ٣ جرايم.  بعض البشر قلوبهم تستحق وباء زي الكورونا والله، اسبوع واحد كان كفيل يقنعك ان الانسان لا بيرحم حيوان، ولا طفل فقير، ولا الكوكب نفسه، ولا حتى حيوان اليف ومسالم عايش في طبيعة خالقه في سلام  https://t.co/UWvtgzBczx	Hatefull
8165	توى م انتهى كورونا شدعوه بيمرمطونا يعني بحيوانهم... الله يمرمط حياتهم كثر ما مرمطونا #حيوان_المرموط	Hatefull
8166	@tireddiam الله يلعن كورونا بسببه وقفوه 😴	Hatefull
8167	@KJo8qRe9qwsR1v3 @roiducondor كيفاش نتوما احرار بشعار كورونا وحراك خاوة خاوة ولا بامير ديزاد لي يسوقكم؟	Hatefull
8168	الى تجار لبنان وخاصة المواد الغذائية أنتم أحقر وأنذل من فايروس الكورونا الاستغلال الذي تحققونه على حساب وجعنا.	Hatefull
8169	"@x_x3f الله يلعن كورونا ولا انا عندك اللحين""("	Hatefull
8170	قالو الصين جواها ضحايا ده فيها فيروس كورونا قتال  طب احنا عرفنا له نهاية يا موت يا علاج يكون فعال لكن فيروسنا في صحابنا ملوش علاج طبع الاندال  #SoundCloud  https://t.co/w7jgeHyLYx	Hatefull
8171	الله يلعن الصين و كورونا و الخفاش	Hatefull
8172	الله يلعن الكورونا الله يلعن الكورونا 😭😭😭😭😭	Hatefull
8173	@jankeiz14 الله يلعن كورونا خرب ام رجيمي 💔	Hatefull
8174	الله يلعن كورونا والي صنع كورونا خلااااااااص	Hatefull
8175	اطيب شخص ... الله يلعن كورونا 😭😭😭😭😭👱	Hatefull
8176	طيب دحين ايش بيصير نفس كورونا يعني ؟ #حيوان_المرموط	Hatefull
8177	#تروح_كورونا_زيدو_أنتوما يا خونة العهد والميثاق ...  #الشعب_سيد_في_ارضه وقرر طردكم يا ازلام بوتفليقة ويا جدور فرنسا 👌  https://t.co/XfMJrx1cZB	Hatefull
8178	الله يلعن كورونا اللي حرمنا حتى من الورد😡	Hatefull
8179	تخيل الصينين ربنايشفيهم من كورونا فيروحوا يحتفلوا وياكلوا  جوزين فيران طازة فيجيلهم فيروس ماتاكلوا محشي بقي يا ولاد الوسخة🤨 #ميت_غمر	Hatefull
8180	يعني التيار الصدري سوة حملة ضد كورونا   انت كورونا ؟ ....لا  انت صانع كورونا ؟ .....لا  انت عندك مصنع علاج لكورونا وجاي تبيعه  وتريد الفيروس ينتشر ..والصدرين كطعوا رزقك ؟ ....لا   لعد ليش ضايج ومغثوث ...هييي ابن المطي #التيار_يحمي_شعبه @Mu_AlSadr  https://t.co/yyEmct4e45	Hatefull
8181	@___becoming وحشني الله يلعن كورونا والصين 😞	Hatefull
8182	حاليا مشتهي فلافل الله يلعن كورونا ٢	Hatefull
8183	حسبي الله عليكم ي الصين الله لايبارك فيكم اصبرو  خلونا نخلص من كورونا😭💔 #الطاعون_الدملي  https://t.co/si4i8HPBpN	Hatefull
8184	تركيا في ليبيا غربا إثيوبيا وسد النهضه جنوبا  الدفاع عن ترسيم حدودنا بالبحر المتوسط شمالا  إرهابيين سيناء شرقا .كورونا والحاله الإقتصاديه .خونه بالداخل والخارج قنوات معاديه تعمل فقط على بث الفتنه ونشر الشائعات  الله يكون في عونك ياريس  ادعموا بلدكم وساندوها متخبوش ومتخافوش🇪🇬🇾🇪  https://t.co/xWHnzqHcqU	Hatefull
8185	الله يلعن الاواعي، الله يلعنك يا كورونا	Hatefull
8186	رب ضارة نافعة.. نعم.. رب ضارة نافعة.. فايروس كورونا كشف ستر الخونة الذين يذهبون إلى بلد عدو، كما كشف تهاون السلطات الأمنية في الكويت والبحرين.. والأهم ما هي الدروس المستفادة من هذا وكيف سيتم العلاج؟	Hatefull
8187	بعض البشر قلوبهم تستحق وباء زي الكورونا والله، اسبوع واحد كان كفيل يقنعك ان الانسان لا بيرحم حيوان، ولا طفل فقير، ولا الكوكب نفسه، ولا حتى حيوان اليف ومسالم عايش في طبيعة خالقه في سلام  منقول	Hatefull
8188	@lanooo28848005 الله يلعن الصين ويحرق الكورونا 🙈🙈🙈	Hatefull
8189	@PaaanCaakee ياخ الله يلعن الكورونا 😢  https://t.co/P6LqTXdmYn	Hatefull
8190	#حيوان_المرموط . الله يمرمط روسهم الا نعم ماقد خلصنا من كورونا يجي اللي اخس منه  https://t.co/zQcuPTPfcI	Hatefull
8191	الله يلعن كورونا و اللي اخترع كورونا ويلعن الصين	Hatefull
8192	@_remarkable_6 @crimsoons الله يلعن الكورونا  الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا  الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا  الله يلعن الكورونا  الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا	Hatefull
8193	ما اقول الا الله يلعن كورونا بس	Hatefull
8194	@Princess9001111 الله يلعن الصين و كورونا و شركة ال⚡️ و القراوة واللي في بالي لعنة ابو لهب🤬🙄💅🏼	Hatefull
8195	رجعوني لذا اليوم الله يلعن كورونا♥️😔  https://t.co/eciMJhghgJ	Hatefull
8196	قالو الصين جواها ضحايا ده فيها فايروس كورونا قتال ،طب احنا عرفنا ليه نهاية يا موت ياعلاج يكون فعااللل لكن فيروسنا في صحابنا ملوش علاج طبع الاندااالل😢😢😢	Hatefull
8197	@idkwhylll الله يلعن كورونا يا لمى 😂😂😭	Hatefull
8198	@Lmar__aljuhani @oLxr5 الله يلعن الصين ويلعن كورونا	Hatefull
8199	ايران ، تكره العرب و المسلمين و الدليل نظامها الارهابي و تصديرها للوباء في الخليج ،  و للاسف في مغفلين خونه لوطنهم يروحون لهم وموالين لهم يحملون الفايروس ويرجعون لبلادهم اللي عاشو فيها و اكلو من خيرها و ينشرونه فيها ايش هالعقليات المتخلفه؟!!  #ايران_تصدر_كورونا_للخليج	Hatefull
8200	@huda_fut خلاص ترى مو حلا هيا 🌚🌚 الله لا يوفقك يا صيني يا كورونا	Hatefull
8201	@nada_0500 كل الناس هيك الله يلعن كورونا	Hatefull
8202	@zahratalnrjes88 😳😳😰😰😰😨😨😨الله يلعن الكورونا ويومها 🤭  https://t.co/r9fQwyrYgr	Hatefull
8203	الجزائر عندها اخطر من فيروس كرونا ...الا هم الزواف.....	Hatefull
8204	اكاونتي وتغريداتي الحين صايرة بس تنظيف لسيرش بيقهيت شايفين قديش احبها بيقهيت تراش بيقهيت سينقري بيقهيت قواد بيقهيت ةحبة بيقهيت كورونا بيقهيت بيقزق بيقهيت كلاب بيقهيت زبالة بيقهيت صراصير بيقهيت حيوان بيقهيت زفت بيقهيت وايجي	Hatefull
8205	@z6i6h اهخخ الله يلعن كورونا مو يلعني ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه	Hatefull
8206	@ZeineddineReem الله يلعن الكورونا لي حرمتني شوفتك	Hatefull
8207	يا درى! يا بوصبع لزرڨ إداوعكم لأوروبا للمعاينة و لا مازال؟ #توقفوا_عن_إستدعاء_النشطاء  #تروح_كورونا_زيدو_أنتوما	Hatefull
8208	الله يلعن الكورونا الله يلعن الكورونا الله يلعن الكورونا	Hatefull
8209	@18andrecarrillo الله يلعن الكورونا والصين اللي حرمتني شوفتك بالملعب 💔	Hatefull
8210	الله يلعن كورونا ويلعن الدراسه عن بعد(:	Hatefull
8211	@Amol271997 جدا  والله الله يلعن كورونا  https://t.co/3fD1c08eAO	Hatefull
8212	#حيوان_المرموط الله يمرمطهم مثل ما مرمطو العالم تونا ما خلصنا من كورونا بالله اعزلو الصين عن العالم كل شي اكلوه مابقى غير ياكلونا 😫☹  https://t.co/FogtaAemQG	Hatefull
8213	. هذا حيوان المرموط الي اكلوه بالصين  جاب كورونا الثانيه ،،  يبي يمرمطنا من جديد  https://t.co/J6NaDze3EP	Hatefull
8214	@_7l5_ @n27r1 ايوالله .. الله يلعن كورونا 😩💔	Hatefull
8215	"بعض البشر قلوبهم تستحق وباء مثل كورونا، اسبوع واحد كان كفيل بأن يقنعك ان الانسان لا يرحم حيوان، ولا طفل فقير، ولا الكوكب نفسه. ""She freed some birds."" #RIP_Humanity 💔  https://t.co/2lE0UtfBr4"	Hatefull
8216	أحسن شي هالأيام تدخل مصعد مترووووس ناس وتعطس فيه   وتقول الله يلعن الساعة اللي رحت فيها الصين 😂😂 #كورونا	Hatefull
8217	العصابة الحاكمة في الجزائر تريد بث الدعر وسط المواطنين بأي طريقة المهم تتمكن من إيقاف الحراك #فيروس_كورونا  #فيروس_كورونا_المستجدّ  #الحراك_مستمر  #حراك_28_فيفري  #الجمعة_54  #الجزاير #Hirak	Hatefull
8218	الا يجدر بقناة تحمل اسم بلد ان تتحدث عن عجز حكومتها في مواجهة الوباء بدل نشر الاكاذيب عن الجزائر حفنة كلاب ضالة  تبحث عن عظام  #France_24_arrête_daboyer	Hatefull
8219	#اتصالات_الجزاير_وكيلكم_ربي ماشي بزاف علينا كورونا حتى تزيدونا نتوما ؟	Hatefull
8220	الله يلعن كورونا اخذته مننا 💔  https://t.co/zTlvbJDa8E	Hatefull
8221	@nothhala3_ الله يلعن كورونا و الصين 💔🚶🏻‍♂️	Hatefull
8222	يعني التيار الصدري سوة حملة ضد كورونا   انت كورونا ؟ ....لا  انت صانع كورونا ؟ .....لا  انت عندك مصنع علاج لكورونا وجاي تبيعه  وتريد الفيروس ينتشر ..والصدرين كطعوا رزقك ؟ ....لا   لعد ليش ضايج ومغثوث ...هييي ابن المطي #امريكا_داء_لا_دواء	Hatefull
8223	@salimsalhi النظام الفاسد و تبون و جنرالات حاكمة في الجزائر اخطر من فيروس كورونا با 1400 مليار دولار	Hatefull
8224	قالو الصين جواها ضحاية ده فيها فيروس كورونا قتال طب احنا عرفنا له نهاية ياموت يا علاج يكون فعال لكن فيرسنا في صحابنا ملوش علاج طبع الاندال.!🤷‍♂️	Hatefull
8225	@3li9Fara7 الله يلعن كورونا و اللي جاب كورونا 😭💔💔💔	Hatefull
8226	@BenzianiF مثل نظام خنزير فرنسا خالد نزار و كلب فرنسا عبد العزيز بوتفليقة و حمار وحشي تاع امارات قائد صالح و تبون  شيفونة جنرالات   مستورد كورونا كلهم فاسدين	Hatefull
8227	نظام فاسد في أحط دركات البدائية، ينتقمون من النشطاء في عز جائحة كورونا،و لا شيء سيوقف حراك الجزائر #الحراك_مستمر #تروح_كورونا_زيدو_أنتوما	Hatefull
8228	اعدمو القادمين من ايران خونه انجاس #ايران_تصدر_كورونا_للخليج	Hatefull
